StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Prolific ID,Attention Check,medicaid-1_1,medicaid-2_1,medicaid-3_1,medicaid-4_1,veterans-1_1,veterans-2_1,veterans-3_1,veterans-4_1,pensions-1_1,pensions-2_1,pensions-3_1,pensions-4_1,foreign_aid-1_1,foreign_aid-2_1,foreign_aid-3_1,foreign_aid-4_1,confinement-1_1,confinement-2_1,confinement-3_1,confinement-4_1,suicide-1_1,suicide-2_1,suicide-3_1,suicide-4_1,border-1_1,border-2_1,border-3_1,border-4_1,felon_voting-1_1,felon_voting-2_1,felon_voting-3_1,felon_voting-4_1,affirmative_action-1_1,affirmative_action-2_1,affirmative_action-3_1,affirmative_action-4_1,electoral_college-1_1,electoral_college-2_1,electoral_college-3_1,electoral_college-4_1,authorship,PROLIFIC_PID,issue,model,variant
2024-03-12 18:46:07,2024-03-12 19:02:35,IP Address,50.224.96.214,100,987,True,2024-03-12 19:02:35,R_7yjtGubZ97koVYl,,,,,44.9399,-93.2548,anonymous,EN,I agree to take part,6036f9b3b1842f8b659b18c7,On-line sources only,,,,,65,40,64,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,6036f9b3b1842f8b659b18c7,veteran healthcare,Llama-2-instruct,2
2024-03-12 18:58:49,2024-03-12 19:02:39,IP Address,24.211.136.253,100,229,True,2024-03-12 19:02:40,R_3psRIMCEZkE9pMT,,,,,35.9151,-79.0972,anonymous,EN,I agree to take part,58064eb95dbea00001d72d74,On-line sources only,94,3,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,58064eb95dbea00001d72d74,medicaid,Llama-2-instruct,1
2024-03-12 19:00:49,2024-03-12 19:02:42,IP Address,107.5.82.4,100,112,True,2024-03-12 19:02:42,R_2O0xgqAl3cJiW9l,,,,,41.8993,-84.0402,anonymous,EN,I agree to take part,5ce6fbd9a76bf00019cfd467,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50,0,,,,,,,,,A political strategist / consultant,5ce6fbd9a76bf00019cfd467,felons voting,GPT-4_Alpaca,2
2024-03-12 18:57:32,2024-03-12 19:02:44,IP Address,70.187.141.166,100,312,True,2024-03-12 19:02:44,R_7QzjY5mhKTn9C68,,,,,33.7671,-118.3814,anonymous,EN,I agree to take part,647fe69be349b78b571ecedd,On-line sources only,50,30,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A politician,647fe69be349b78b571ecedd,medicaid,OpenOrca,1
2024-03-12 19:00:40,2024-03-12 19:02:52,IP Address,47.144.29.246,100,132,True,2024-03-12 19:02:52,R_5KjpyxdwogFpJsZ,,,,,34.2268,-119.0488,anonymous,EN,I agree to take part,63ea751b7686e752f5ef78b2,On-line sources only,,,,,,,,,,,,,,,,,30,70,71,62,,,,,,,,,,,,,,,,,,,,,A political science graduate student,63ea751b7686e752f5ef78b2,solitary confinement,GPT-4_Alpaca,1
2024-03-12 18:59:36,2024-03-12 19:02:57,IP Address,72.174.160.36,100,200,True,2024-03-12 19:02:57,R_57cHDmNB3wG8h6F,,,,,46.1303,-112.9752,anonymous,EN,I agree to take part,60dfd857e293a99dd577f4c8,On-line sources only,,,,,92,7,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,60dfd857e293a99dd577f4c8,veteran healthcare,OpenOrca,3
2024-03-12 19:00:28,2024-03-12 19:02:59,IP Address,107.211.239.87,100,150,True,2024-03-12 19:02:59,R_7awPpnNZ3uubQqM,,,,,42.4261,-83.2514,anonymous,EN,I agree to take part,63dcc00d97b599698e60a1a6,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,68,79,58,71,,,,,,,,,,,,,A politician,63dcc00d97b599698e60a1a6,border restrictions,Llama-2-instruct,2
2024-03-12 19:01:31,2024-03-12 19:02:59,IP Address,50.81.155.36,100,88,True,2024-03-12 19:03:00,R_27kdvMegjhHIbL3,,,,,41.5822,-93.6802,anonymous,EN,I agree to take part,5a78b8355292b800012284ca,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,A political science graduate student,5a78b8355292b800012284ca,assisted suicide,shareGPT,3
2024-03-12 19:01:40,2024-03-12 19:02:59,IP Address,107.4.76.53,100,78,True,2024-03-12 19:03:00,R_1V1lDoBuApuCig8,,,,,43.1819,-83.7238,anonymous,EN,I agree to take part,62fe6312269d0e4ae894297b,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,17,69,71,,,,,A political science graduate student,62fe6312269d0e4ae894297b,affirmative action,OpenOrca,2
2024-03-12 19:00:40,2024-03-12 19:03:01,IP Address,76.171.173.154,100,141,True,2024-03-12 19:03:01,R_7hSnGsNhqhKZdHb,,,,,33.1062,-117.2947,anonymous,EN,I agree to take part,63ffcb367b500c516d0648a2,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,50,43,50,50,,,,,,,,,,,,,A politician,63ffcb367b500c516d0648a2,border restrictions,OpenOrca,1
2024-03-12 18:59:53,2024-03-12 19:03:11,IP Address,75.202.142.74,100,197,True,2024-03-12 19:03:11,R_3dXm5EouekLU29f,,,,,44.9466,-123.0105,anonymous,EN,I agree to take part,6287a8c4a6303ff156cd0853,On-line sources only,,,,,50,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,6287a8c4a6303ff156cd0853,veteran healthcare,GPT-4_Alpaca,1
2024-03-12 19:02:20,2024-03-12 19:03:21,IP Address,67.87.40.9,100,60,True,2024-03-12 19:03:22,R_71cqaPzjpsHpXyS,,,,,41.2045,-73.1988,anonymous,EN,I agree to take part,6548fabf4be86c20a6760275,On-line sources only,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A college Professor,6548fabf4be86c20a6760275,medicaid,Llama-2-instruct,3
2024-03-12 18:57:12,2024-03-12 19:03:29,IP Address,68.197.123.136,100,376,True,2024-03-12 19:03:29,R_1lrcM77tKrr6oNz,,,,,40.8463,-72.803,anonymous,EN,I agree to take part,633dbb46887d82536a9ee265,On-line sources only,60,40,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,633dbb46887d82536a9ee265,medicaid,shareGPT,2
2024-03-12 19:00:53,2024-03-12 19:03:31,IP Address,67.181.112.105,100,158,True,2024-03-12 19:03:32,R_76Cm1K3bJfX8Drb,,,,,38.4654,-121.325,anonymous,EN,I agree to take part,5e49fd714535c4462d04dcd7,On-line sources only,,,,,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,5e49fd714535c4462d04dcd7,veteran healthcare,GPT-4_Alpaca,3
2024-03-12 18:59:06,2024-03-12 19:03:32,IP Address,72.239.127.138,100,265,True,2024-03-12 19:03:32,R_538L4rAQUb2OGYx,,,,,28.4883,-81.4061,anonymous,EN,I agree to take part,582c71a66ef28c00019a1068,On-line sources only,,,,,,,,,,,,,,,,,,,,,0,100,0,0,,,,,,,,,,,,,,,,,A political journalist,582c71a66ef28c00019a1068,assisted suicide,OpenOrca,3
2024-03-12 19:00:26,2024-03-12 19:03:36,IP Address,96.245.250.106,100,189,True,2024-03-12 19:03:37,R_3TvE8bk65sBsIR1,,,,,39.9361,-75.2625,anonymous,EN,I agree to take part,65eb8ea7a364ea3e3a713ab7,On-line sources only,,,,,,,,,50,40,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political science graduate student,65eb8ea7a364ea3e3a713ab7,pensions,shareGPT,2
2024-03-12 19:01:36,2024-03-12 19:03:37,IP Address,23.84.148.181,100,120,True,2024-03-12 19:03:37,R_2E6zOPoP5txg4YV,,,,,38.9933,-92.3078,anonymous,EN,I agree to take part,65d96fc2ab41c5ce72f1c545,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,34,69,72,An AI language model,65d96fc2ab41c5ce72f1c545,electoral college,GPT-4_Alpaca,2
2024-03-12 18:59:50,2024-03-12 19:03:37,IP Address,192.46.184.148,100,227,True,2024-03-12 19:03:38,R_2yeN99kKH0mLh2p,,,,,37.751,-97.822,anonymous,EN,I agree to take part,65e887048551ab47a70ef484,On-line sources only,,,,,,,,,,,,,72,72,80,82,,,,,,,,,,,,,,,,,,,,,,,,,A politician,65e887048551ab47a70ef484,foreign aid,OpenOrca,2
2024-03-12 19:03:02,2024-03-12 19:03:50,IP Address,98.198.194.63,100,47,True,2024-03-12 19:03:51,R_5dzUANHUazjBffc,,,,,29.9225,-95.0615,anonymous,EN,I agree to take part,5c1053202b16ba0001c86317,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,89,86,A politician,5c1053202b16ba0001c86317,electoral college,GPT-4_Alpaca,3
2024-03-12 19:00:52,2024-03-12 19:03:52,IP Address,107.77.201.185,100,180,True,2024-03-12 19:03:52,R_72RMk0ymCPpeDUh,,,,,32.7797,-96.8022,anonymous,EN,I agree to take part,5e0696dea7fba607951ae479,On-line sources only,,,,,,,,,,,,,,,,,,,,,41,92,41,30,,,,,,,,,,,,,,,,,An AI language model,5e0696dea7fba607951ae479,assisted suicide,OpenOrca,2
2024-03-12 18:51:42,2024-03-12 19:04:00,IP Address,23.124.178.134,100,737,True,2024-03-12 19:04:00,R_3JEneT4IEtNQK06,,,,,35.6173,-87.0317,anonymous,EN,I agree to take part,5fc6e3a0040c3f0e7cb45c8a,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,94,100,,,,,A political science graduate student,5fc6e3a0040c3f0e7cb45c8a,affirmative action,OpenOrca,3
2024-03-12 19:00:15,2024-03-12 19:04:05,IP Address,71.145.255.12,100,229,True,2024-03-12 19:04:05,R_4VF9mp6wSanHhvt,,,,,37.6257,-97.3142,anonymous,EN,I agree to take part,6143af8721d1445864c4f6c8,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,An AI language model,6143af8721d1445864c4f6c8,electoral college,Llama-2-instruct,3
2024-03-12 18:59:39,2024-03-12 19:04:11,IP Address,66.190.221.166,100,271,True,2024-03-12 19:04:11,R_5HTQRBz7YFhnUOk,,,,,30.4187,-90.0555,anonymous,EN,I agree to take part,5b6f73c4086b4600018c0636,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,66,100,,,,,A political journalist,5b6f73c4086b4600018c0636,affirmative action,Llama-2-instruct,1
2024-03-12 19:00:04,2024-03-12 19:04:11,IP Address,24.152.228.236,100,247,True,2024-03-12 19:04:11,R_695oEwe3rEijOPE,,,,,41.1849,-75.386,anonymous,EN,I agree to take part,60fdd725b2cd02db32f9c718,On-line sources only,,,,,,,,,,,,,30,68,34,71,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,60fdd725b2cd02db32f9c718,foreign aid,GPT-4_Alpaca,3
2024-03-12 19:02:07,2024-03-12 19:04:19,IP Address,107.221.70.157,100,132,True,2024-03-12 19:04:20,R_2sbG4eeWaJQzBdT,,,,,37.2041,-87.183,anonymous,EN,I agree to take part,64b1fcf39321437ac4ebaa8f,On-line sources only,50,40,60,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,64b1fcf39321437ac4ebaa8f,medicaid,GPT-4_Alpaca,3
2024-03-12 19:01:00,2024-03-12 19:04:23,IP Address,99.3.15.222,100,202,True,2024-03-12 19:04:23,R_3KxW7Fgr3XtHqif,,,,,41.4558,-81.7815,anonymous,EN,I agree to take part,636ebb19aa1d1be8c41cc46e,On-line sources only,,,,,,,,,10,85,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,636ebb19aa1d1be8c41cc46e,pensions,Llama-2-instruct,1
2024-03-12 18:59:52,2024-03-12 19:04:23,IP Address,96.232.202.55,100,271,True,2024-03-12 19:04:24,R_3JqnYAHxRF1UpnA,,,,,40.726,-73.848,anonymous,EN,I agree to take part,6012e262527c380ccb2a6c74,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80,100,,,,,A college Professor,6012e262527c380ccb2a6c74,affirmative action,shareGPT,3
2024-03-12 19:02:34,2024-03-12 19:04:24,IP Address,152.37.132.73,100,109,True,2024-03-12 19:04:24,R_2PuLkG9t1GeGC6U,,,,,36.7445,-95.9955,anonymous,EN,I agree to take part,5cb4ba4be73904000194a733,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,80,100,,,,,,,,,A political strategist / consultant,5cb4ba4be73904000194a733,felons voting,OpenOrca,1
2024-03-12 19:02:16,2024-03-12 19:04:27,IP Address,24.183.112.5,100,130,True,2024-03-12 19:04:27,R_1MRSi5NU1xNDQfA,,,,,43.1899,-89.2185,anonymous,EN,I agree to take part,646e9c9c2bf0de605af2b498,On-line sources only,,,,,,,,,,,,,71,29,72,72,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,646e9c9c2bf0de605af2b498,foreign aid,OpenOrca,3
2024-03-12 19:01:58,2024-03-12 19:04:30,IP Address,68.7.38.223,100,151,True,2024-03-12 19:04:30,R_2d0wkct4HGbe8eZ,,,,,32.7847,-117.0203,anonymous,EN,I agree to take part,6400e1da013c92ee33537ed8,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,56,47,39,,,,,,,,,An AI language model,6400e1da013c92ee33537ed8,felons voting,shareGPT,2
2024-03-12 19:01:47,2024-03-12 19:04:32,IP Address,68.9.190.103,100,165,True,2024-03-12 19:04:33,R_2Zoae1zOP68VYMV,,,,,41.7761,-71.4452,anonymous,EN,I agree to take part,63614aa1d254ddadb855d3c7,On-line sources only,,,,,,,,,,,,,,,,,13,69,44,83,,,,,,,,,,,,,,,,,,,,,A college Professor,63614aa1d254ddadb855d3c7,solitary confinement,GPT-4_Alpaca,3
2024-03-12 19:00:27,2024-03-12 19:04:35,IP Address,68.119.251.92,100,247,True,2024-03-12 19:04:35,R_3s7gsrWfJ9ghg0F,,,,,38.5491,-90.1601,anonymous,EN,I agree to take part,615de5ffd3c522eef3c49556,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,83,0,91,100,,,,,,,,,,,,,A political science graduate student,615de5ffd3c522eef3c49556,border restrictions,OpenOrca,1
2024-03-12 19:00:35,2024-03-12 19:04:36,IP Address,67.248.8.153,100,241,True,2024-03-12 19:04:37,R_1NJU8fyWo9ypCeo,,,,,43.2216,-77.0484,anonymous,EN,I agree to take part,5f6388bf9ae5ad07ba1a0173,On-line sources only,,,,,72,29,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5f6388bf9ae5ad07ba1a0173,veteran healthcare,OpenOrca,2
2024-03-12 19:02:53,2024-03-12 19:04:36,IP Address,73.132.18.12,100,103,True,2024-03-12 19:04:37,R_2uHV2AuhOETYPq7,,,,,39.0851,-77.059,anonymous,EN,I agree to take part,5c3c1617f5ebd500018596cb,On-line sources only,34,70,88,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,5c3c1617f5ebd500018596cb,medicaid,shareGPT,2
2024-03-12 18:59:12,2024-03-12 19:04:37,IP Address,174.166.177.192,100,325,True,2024-03-12 19:04:38,R_7EUfNGYK79zEpiN,,,,,39.8235,-75.0163,anonymous,EN,I agree to take part,640e4ddaf9f67c6c8ea4936b,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25,85,100,A college Professor,640e4ddaf9f67c6c8ea4936b,electoral college,OpenOrca,1
2024-03-12 19:01:33,2024-03-12 19:04:40,IP Address,98.194.101.78,100,187,True,2024-03-12 19:04:41,R_2PMtwOdRJDGpUzx,,,,,29.6009,-95.224,anonymous,EN,I agree to take part,64611527e772cd2f9932aeab,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,71,66,,,,,A college Professor,64611527e772cd2f9932aeab,affirmative action,GPT-4_Alpaca,1
2024-03-12 19:00:14,2024-03-12 19:04:43,IP Address,158.222.240.244,100,269,True,2024-03-12 19:04:43,R_3GHzDWm6Y8CMl5n,,,,,40.8177,-73.9771,anonymous,EN,I agree to take part,6526e6db8f0e2069023a4ba4,On-line sources only,,,,,,,,,,,,,23,72,63,32,,,,,,,,,,,,,,,,,,,,,,,,,A political journalist,6526e6db8f0e2069023a4ba4,foreign aid,shareGPT,3
2024-03-12 19:02:07,2024-03-12 19:04:43,IP Address,76.139.60.23,100,156,True,2024-03-12 19:04:43,R_3e34q2mALr6OPvN,,,,,39.6766,-86.1944,anonymous,EN,I agree to take part,56f59251736c79000c2241f7,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,A political journalist,56f59251736c79000c2241f7,border restrictions,shareGPT,3
2024-03-12 19:02:00,2024-03-12 19:04:49,IP Address,24.130.139.63,100,168,True,2024-03-12 19:04:49,R_7IaSDc3HXzkdmwW,,,,,37.7201,-121.919,anonymous,EN,I agree to take part,5ef4d8b87faaa00c0dea0c4e,On-line sources only,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,A politician,5ef4d8b87faaa00c0dea0c4e,foreign aid,Llama-2-instruct,3
2024-03-12 19:02:50,2024-03-12 19:04:52,IP Address,104.174.120.229,100,121,True,2024-03-12 19:04:52,R_58oXE7yvrdokbsd,,,,,34.0138,-118.4405,anonymous,EN,I agree to take part,6151e479b4ee16668948c7f2,On-line sources only,,,,,79,23,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,6151e479b4ee16668948c7f2,veteran healthcare,OpenOrca,1
2024-03-12 19:01:15,2024-03-12 19:04:55,IP Address,99.147.246.239,100,220,True,2024-03-12 19:04:56,R_4FQgY0VYGi2B5SC,,,,,29.8639,-90.1067,anonymous,EN,I agree to take part,65dcdd8a214a774c36a0714b,On-line sources only,,,,,80,20,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,65dcdd8a214a774c36a0714b,veteran healthcare,shareGPT,2
2024-03-12 19:03:02,2024-03-12 19:04:57,IP Address,50.247.192.157,100,115,True,2024-03-12 19:04:58,R_3iksvASMLxV87ip,,,,,42.6351,-71.3014,anonymous,EN,I agree to take part,60ff1981688229d1e3eb43e9,On-line sources only,,,,,,,,,,,,,,,,,81,5,86,0,,,,,,,,,,,,,,,,,,,,,An AI language model,60ff1981688229d1e3eb43e9,solitary confinement,OpenOrca,3
2024-03-12 19:00:18,2024-03-12 19:05:02,IP Address,69.92.112.133,100,284,True,2024-03-12 19:05:03,R_5ob5Ss8hFtGMG1C,,,,,30.3943,-89.287,anonymous,EN,I agree to take part,65e0b723afc16c26d4bd1e42,On-line sources only,,,,,,,,,20,80,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,65e0b723afc16c26d4bd1e42,pensions,Llama-2-instruct,2
2024-03-12 19:03:29,2024-03-12 19:05:03,IP Address,71.215.10.159,100,94,True,2024-03-12 19:05:04,R_2wAC39JYJsSLSBw,,,,,26.6786,-82.0263,anonymous,EN,I agree to take part,5ebc74759921f30c68adcc7a,On-line sources only,,,,,,,,,77,11,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5ebc74759921f30c68adcc7a,pensions,OpenOrca,1
2024-03-12 18:56:16,2024-03-12 19:05:04,IP Address,173.13.222.33,100,527,True,2024-03-12 19:05:04,R_8j23rMLa0LsF8h2,,,,,38.8593,-75.8363,anonymous,EN,I agree to take part,60b9246549c99480c6930d0e,On-line sources only,,,,,,,,,67,39,60,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,60b9246549c99480c6930d0e,pensions,shareGPT,3
2024-03-12 19:03:41,2024-03-12 19:05:05,IP Address,75.149.73.169,100,84,True,2024-03-12 19:05:06,R_19wsypTv07Hv8t3,,,,,39.8304,-89.6498,anonymous,EN,I agree to take part,5fe508e86079e12a8a3b2427,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,A political science graduate student,5fe508e86079e12a8a3b2427,border restrictions,shareGPT,3
2024-03-12 18:59:10,2024-03-12 19:05:09,IP Address,212.116.254.103,100,359,True,2024-03-12 19:05:10,R_18OOiHYV85lMvXb,,,,,39.0469,-77.4903,anonymous,EN,I agree to take part,65aa92fc18428b4431ebb424,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,88,100,,,,,,,,,An AI language model,65aa92fc18428b4431ebb424,felons voting,OpenOrca,3
2024-03-12 19:03:34,2024-03-12 19:05:11,IP Address,204.210.229.57,100,96,True,2024-03-12 19:05:11,R_3pL1V8hXOXZFdag,,,,,36.9365,-84.0901,anonymous,EN,I agree to take part,64a20e18b0f91aac5ea9a538,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,A political journalist,64a20e18b0f91aac5ea9a538,electoral college,Llama-2-instruct,2
2024-03-12 19:03:33,2024-03-12 19:05:11,IP Address,174.20.51.41,100,97,True,2024-03-12 19:05:12,R_5jZZLWm8yKWClzB,,,,,44.9948,-93.2548,anonymous,EN,I agree to take part,6400d8fbeba2f9f8eb604b9a,On-line sources only,,,,,,,,,,,,,20,80,40,33,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,6400d8fbeba2f9f8eb604b9a,foreign aid,shareGPT,3
2024-03-12 19:01:45,2024-03-12 19:05:15,IP Address,174.81.212.61,100,209,True,2024-03-12 19:05:15,R_27wb0HuXPx1QMOl,,,,,43.2081,-83.2215,anonymous,EN,I agree to take part,5cc5e72ce3c44e0015fdf990,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,89,100,,,,,,,,,A political science graduate student,5cc5e72ce3c44e0015fdf990,felons voting,OpenOrca,2
2024-03-12 19:01:16,2024-03-12 19:05:17,IP Address,73.240.221.47,100,240,True,2024-03-12 19:05:17,R_5CH87RCgNHRjtx0,,,,,46.1478,-122.9711,anonymous,EN,I agree to take part,65c6762ea86de7fbe4ac9406,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,72,22,82,73,,,,,,,,,,,,,A political journalist,65c6762ea86de7fbe4ac9406,border restrictions,OpenOrca,3
2024-03-12 19:03:45,2024-03-12 19:05:17,IP Address,138.229.186.147,100,92,True,2024-03-12 19:05:18,R_2pr24UsqOoAJB65,,,,,40.5482,-122.3367,anonymous,EN,I agree to take part,63d7df9884f0b6ee095aada3,On-line sources only,,,,,,,,,,,,,,,,,34,31,28,66,,,,,,,,,,,,,,,,,,,,,An AI language model,63d7df9884f0b6ee095aada3,solitary confinement,GPT-4_Alpaca,2
2024-03-12 19:02:29,2024-03-12 19:05:18,IP Address,24.92.36.242,100,169,True,2024-03-12 19:05:18,R_333IVvT8wurH2bH,,,,,42.9967,-78.1969,anonymous,EN,I agree to take part,5cd6c1197b871a0001b13589,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,77,25,46,A political strategist / consultant,5cd6c1197b871a0001b13589,electoral college,GPT-4_Alpaca,3
2024-03-12 19:03:16,2024-03-12 19:05:20,IP Address,24.46.11.68,100,123,True,2024-03-12 19:05:20,R_72ZfG7HqxkIrmLv,,,,,41.328,-74.1894,anonymous,EN,I agree to take part,64776e3beba1085215214ec0,On-line sources only,55,50,50,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,64776e3beba1085215214ec0,medicaid,GPT-4_Alpaca,2
2024-03-12 19:03:39,2024-03-12 19:05:27,IP Address,65.132.65.210,100,107,True,2024-03-12 19:05:27,R_2r2mtjqJDkQcIG5,,,,,38.8549,-104.9026,anonymous,EN,I agree to take part,60727eebacdee663b1b649ca,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,4,95,97,A political science graduate student,60727eebacdee663b1b649ca,electoral college,Llama-2-instruct,3
2024-03-12 19:02:13,2024-03-12 19:05:38,IP Address,47.189.142.61,100,205,True,2024-03-12 19:05:39,R_3TtCQp2amMbADsd,,,,,33.078,-97.0673,anonymous,EN,I agree to take part,628f7e982aad1788d940317a,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,A political science graduate student,628f7e982aad1788d940317a,assisted suicide,GPT-4_Alpaca,2
2024-03-12 18:57:37,2024-03-12 19:05:43,IP Address,72.255.146.159,100,486,True,2024-03-12 19:05:44,R_1HOHRamhgM3aUOB,,,,,48.3711,-107.8436,anonymous,EN,I agree to take part,5fb9b9c1c62f408e51e09e32,On-line sources only,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,5fb9b9c1c62f408e51e09e32,foreign aid,GPT-4_Alpaca,1
2024-03-12 19:00:59,2024-03-12 19:05:47,IP Address,75.170.67.56,100,287,True,2024-03-12 19:05:48,R_1oRXfeu2w9aajeh,,,,,36.4996,-76.7651,anonymous,EN,I agree to take part,5f1dea279f4818757f07f087,On-line sources only,,,,,,,,,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An AI language model,5f1dea279f4818757f07f087,pensions,GPT-4_Alpaca,1
2024-03-12 19:02:28,2024-03-12 19:05:50,IP Address,174.203.245.175,100,202,True,2024-03-12 19:05:51,R_50l4yqume4AR0od,,,,,35.2296,-80.843,anonymous,EN,I agree to take part,64dd46fcf7fb55813db2e703,On-line sources only,,,,,,,,,90,0,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A political strategist / consultant,64dd46fcf7fb55813db2e703,pensions,shareGPT,1
2024-03-12 19:04:50,2024-03-12 19:05:53,IP Address,76.204.69.212,100,62,True,2024-03-12 19:05:54,R_1HHQQRyVZZ2KRbP,,,,,43.1819,-83.7238,anonymous,EN,I agree to take part,5b14791ebd9c31000156e8ab,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,An AI language model,5b14791ebd9c31000156e8ab,assisted suicide,GPT-4_Alpaca,2
2024-03-12 19:04:37,2024-03-12 19:05:55,IP Address,73.32.12.4,100,78,True,2024-03-12 19:05:56,R_72twkcGo8IxgCwp,,,,,29.5422,-95.3212,anonymous,EN,I agree to take part,65cb708afe5755feaeec417f,On-line sources only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,5,70,0,,,,,,,,,A political science graduate student,65cb708afe5755feaeec417f,felons voting,GPT-4_Alpaca,2
2024-03-12 19:02:48,2024-03-12 19:05:57,IP Address,174.203.34.166,100,189,True,2024-03-12 19:05:57,R_7a4E1CrWZqG8kV3,,,,,30.4509,-91.1563,anonymous,EN,I agree to take part,5fb219d125498577f2aa3a6d,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,50,100,,,,,,,,,,,,,,,,,An AI language model,5fb219d125498577f2aa3a6d,assisted suicide,shareGPT,3
2024-03-12 19:03:40,2024-03-12 19:05:58,IP Address,70.92.227.51,100,137,True,2024-03-12 19:05:59,R_2bHs0SQg2Up1MT0,,,,,42.6004,-87.8846,anonymous,EN,I agree to take part,5de90f54a48441037ac21f43,On-line sources only,,,,,,,,,,,,,,,,,,,,,100,0,100,100,,,,,,,,,,,,,,,,,An AI language model,5de90f54a48441037ac21f43,assisted suicide,Llama-2-instruct,2
